14.000	8.000	12.000	1.026	1.019	1.016	1.018	1.016	40.918	62.779	71.393	17.233	67.893	17.787	3.526	0.000	65.000	0.000	0.000	-0.741
14.000	8.000	13.000	1.027	1.019	1.016	1.017	1.015	18.981	17.407	17.027	16.976	18.466	17.599	1.539	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	14.000	1.026	1.019	1.015	1.017	1.015	19.027	17.443	16.995	17.046	18.549	17.687	1.509	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	15.000	1.025	1.018	1.015	1.017	1.015	19.040	17.388	17.167	17.042	18.590	17.732	1.490	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	16.000	1.026	1.019	1.015	1.017	1.014	19.023	17.529	17.053	17.044	18.479	17.642	1.433	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	17.000	1.026	1.019	1.016	1.017	1.015	19.070	17.490	16.954	16.978	18.557	17.743	1.489	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	18.000	1.025	1.019	1.014	1.017	1.015	18.997	17.467	16.876	17.129	18.495	17.632	1.451	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	19.000	1.026	1.018	1.015	1.017	1.014	18.931	17.571	16.870	17.106	18.496	17.624	1.474	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	20.000	1.026	1.019	1.016	1.016	1.014	18.907	17.300	17.048	17.439	18.474	17.729	1.542	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	21.000	1.026	1.019	1.015	1.017	1.015	18.968	17.410	16.927	17.071	18.593	17.683	1.539	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	22.000	1.025	1.019	1.015	1.017	1.015	18.868	17.691	16.960	17.036	18.597	17.631	1.501	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	23.000	1.026	1.019	1.016	1.017	1.015	18.989	17.483	16.870	17.293	18.536	17.702	1.481	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	24.000	1.026	1.019	1.015	1.018	1.015	19.089	17.365	16.862	17.137	18.480	17.677	1.507	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	25.000	1.026	1.019	1.018	1.017	1.016	18.877	17.512	16.884	17.065	18.578	17.589	1.482	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	26.000	1.026	1.019	1.016	1.017	1.015	18.940	17.473	16.903	17.038	18.910	17.674	1.517	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	27.000	1.025	1.019	1.014	1.017	1.017	19.022	17.485	16.948	17.084	18.834	17.710	1.501	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	28.000	1.026	1.019	1.015	1.017	1.015	18.968	17.433	16.902	17.108	18.777	17.663	1.531	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	29.000	1.026	1.018	1.014	1.016	1.014	18.927	17.515	16.867	17.052	18.564	17.693	1.506	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	30.000	1.026	1.019	1.016	1.016	1.014	18.844	17.372	16.830	17.091	18.489	17.610	1.467	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	31.000	1.026	1.019	1.014	1.017	1.016	18.901	17.453	16.823	17.091	18.539	17.680	1.494	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	32.000	1.026	1.018	1.015	1.017	1.016	18.898	17.383	16.920	17.031	18.520	17.596	1.530	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	33.000	1.025	1.018	1.015	1.017	1.015	18.886	17.358	16.915	17.101	18.478	17.717	1.536	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	34.000	1.025	1.018	1.015	1.017	1.016	18.860	17.493	16.929	17.187	18.565	17.656	1.509	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	35.000	1.026	1.019	1.015	1.017	1.017	18.920	17.534	16.932	17.082	18.560	17.733	1.500	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	36.000	1.026	1.018	1.016	1.017	1.014	18.884	17.496	16.996	17.041	18.572	17.638	1.495	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	37.000	1.026	1.018	1.014	1.017	1.015	18.952	17.490	17.047	17.107	18.507	17.649	1.476	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	38.000	1.026	1.019	1.017	1.017	1.015	18.864	17.264	16.834	17.095	18.600	17.829	1.434	0.000	19.000	0.000	0.000	-0.741
14.000	8.000	39.000	1.026	1.019	1.015	1.018	1.016	18.860	17.173	16.917	17.045	18.620	17.606	1.475	0.000	19.000	0.000	0.000	-0.741
