14.0000	10.0000	23.0000	282.0000	1.0260	1.0185	1.0147	1.0176	1.0155	18.5546	17.0359	16.6099	17.1318	18.3232	17.6486	1.5461	0.0000	19.0000	0.0000	0.0000	-0.7405
14.0000	10.0000	23.0000	479.0000	1.0256	1.0187	1.0159	1.0175	1.0151	18.6472	17.1501	16.6520	17.0304	18.3208	17.6630	1.5030	0.0000	19.0000	0.0000	0.0000	-0.7405
14.0000	10.0000	23.0000	703.0000	1.0261	1.0190	1.0151	1.0174	1.0158	18.6858	17.1354	16.7238	17.0433	18.2337	17.5902	1.4784	0.0000	19.0000	0.0000	0.0000	-0.7405
14.0000	10.0000	23.0000	888.0000	1.0255	1.0190	1.0163	1.0178	1.0159	18.6875	17.0940	16.6577	17.1059	18.4588	17.6501	1.5232	0.0000	19.0000	0.0000	0.0000	-0.7405
14.0000	10.0000	24.0000	84.0000	1.0258	1.0187	1.0148	1.0175	1.0150	18.7022	17.1354	16.6817	17.0485	18.3208	17.6568	1.5086	0.0000	19.0000	0.0000	0.0000	-0.7405
14.0000	14.0000	6.0000	388.0000	1.0163	1.2033	1.2047	1.1993	1.0501	36.2986	517.9637	446.1520	65.4994	385.9394	18.0235	11.9714	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	6.0000	589.0000	1.0141	1.2041	1.2127	1.1988	1.0507	36.5721	517.3798	446.2152	64.9058	385.9164	18.0039	11.9626	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	6.0000	794.0000	1.0139	1.2046	1.2084	1.1986	1.0496	36.1205	515.8655	446.4987	65.0211	385.9988	18.3610	12.0290	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	7.0000	10.0000	1.0121	1.2041	1.2044	1.1985	1.0496	36.4454	515.4985	446.6428	65.2120	386.3168	17.8468	11.9842	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	7.0000	189.0000	1.0133	1.2033	1.2049	1.1964	1.0491	36.5178	515.6121	446.5623	65.1397	386.2196	17.8459	11.9960	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	8.0000	389.0000	1.0140	1.2042	1.2068	1.2044	1.0505	36.2982	516.7321	444.6344	65.8458	386.4681	17.7415	12.0330	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	8.0000	586.0000	1.0165	1.2065	1.1999	1.1994	1.0507	36.2940	516.7206	444.9853	66.2576	386.5194	17.6721	11.9911	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	8.0000	793.0000	1.0145	1.2026	1.2041	1.1995	1.0502	36.3552	516.3926	445.9175	66.5054	386.4787	17.7023	12.0519	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	8.0000	993.0000	1.0140	1.2036	1.2051	1.2018	1.0490	36.4026	516.3677	446.6284	66.4442	386.4528	17.7075	11.9593	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	9.0000	190.0000	1.0142	1.2038	1.2060	1.1993	1.0429	36.4232	516.3537	447.0909	66.4289	386.8292	17.9809	12.0222	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	23.0000	418.0000	1.0144	1.2044	1.2052	1.2004	1.0510	36.7250	515.7532	445.7820	67.9061	391.1337	17.7726	11.9762	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	23.0000	614.0000	1.0124	1.2041	1.2044	1.1990	1.0504	36.7797	515.8132	446.2411	67.5717	391.1701	17.7669	11.9506	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	23.0000	815.0000	1.0125	1.2049	1.2069	1.1996	1.0412	36.7913	515.7761	446.2143	76.3457	391.2496	17.7281	12.0005	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	24.0000	17.0000	1.0139	1.2044	1.2053	1.2022	1.0497	36.7976	515.8629	445.3789	67.3277	391.2381	17.7635	11.9231	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	24.0000	212.0000	1.0154	1.2060	1.2056	1.1992	1.0488	36.7764	514.1399	445.5641	67.4354	391.1682	18.0115	12.0030	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	29.0000	416.0000	1.0123	1.2033	1.2042	1.1978	1.0497	36.8972	513.7315	446.1056	67.1947	390.4014	17.7051	12.0212	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	29.0000	616.0000	1.0137	1.2026	1.2038	1.1979	1.0488	36.9695	513.5905	446.1789	67.2005	391.0911	18.0412	11.9099	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	29.0000	817.0000	1.0140	1.2036	1.2037	1.1979	1.0561	36.9251	513.8604	446.4283	67.1297	391.4225	17.8698	11.8538	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	30.0000	19.0000	1.0141	1.2032	1.2070	1.1975	1.0494	36.7512	513.6077	446.1693	67.1823	391.4426	17.7918	11.9780	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	30.0000	218.0000	1.0156	1.2059	1.2015	1.1975	1.0496	36.8665	513.8234	446.3479	67.4650	391.4167	17.8411	11.9448	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	32.0000	420.0000	1.0141	1.2029	1.2033	1.1974	1.0495	36.8718	514.7009	446.4561	68.1237	391.6773	17.4514	11.9170	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	32.0000	620.0000	1.0167	1.1988	1.2025	1.1973	1.0485	36.8827	514.8878	446.1645	67.7047	391.6739	17.8296	11.8689	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	32.0000	820.0000	1.0140	1.2044	1.2006	1.1965	1.0490	36.7869	514.7845	446.2411	67.7339	391.6964	17.8224	11.9139	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	33.0000	21.0000	1.0141	1.2020	1.2050	1.1961	1.0487	36.8965	514.7557	446.2827	67.6865	391.6112	17.8320	11.9209	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	14.0000	33.0000	221.0000	1.0161	1.1981	1.2046	1.1968	1.0489	36.8793	514.7385	446.0213	75.5937	391.7031	17.7420	11.8996	37000.0000	437.6000	1.2043	0.0000	2.0458
14.0000	16.0000	23.0000	377.0000	0.9987	1.4187	1.4564	1.4114	1.0904	53.6196	499.1366	420.5490	77.1298	371.5716	17.6845	26.0136	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	23.0000	575.0000	0.9981	1.4188	1.4530	1.4153	1.0857	53.9879	499.4046	421.1910	76.5921	371.2124	17.8377	26.0260	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	23.0000	776.0000	0.9982	1.4184	1.4549	1.4128	1.0831	53.9953	499.2712	420.6060	77.0183	371.0352	17.7358	26.1111	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	23.0000	978.0000	0.9984	1.4189	1.4520	1.4120	1.0945	53.9716	499.4365	420.4552	76.7318	370.4404	17.8325	25.9748	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	24.0000	177.0000	0.9978	1.4187	1.4611	1.4103	1.0910	54.1972	499.2259	420.1048	85.0494	370.1870	18.0029	25.9589	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	25.0000	376.0000	0.9980	1.4199	1.4567	1.4143	1.0891	54.0808	497.8201	419.7356	76.1907	370.3192	17.9895	26.1414	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	25.0000	582.0000	0.9981	1.4196	1.4593	1.4134	1.0914	53.8734	498.7837	419.5743	75.5430	370.2507	17.8961	26.1166	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	25.0000	778.0000	0.9972	1.4205	1.4589	1.4112	1.0897	54.3554	499.8526	418.9309	75.5196	370.3197	17.9584	26.0793	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	25.0000	976.0000	0.9952	1.4183	1.4574	1.4131	1.0906	54.0882	500.5922	418.8547	75.4842	369.8111	17.9225	26.1691	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	26.0000	178.0000	0.9957	1.4184	1.4594	1.4131	1.0900	54.1775	500.6234	418.7164	75.4345	369.8614	18.0388	26.1113	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	26.0000	383.0000	0.9978	1.4209	1.4561	1.4155	1.0912	54.3489	500.6458	419.4364	75.7219	369.7459	18.0307	26.1150	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	26.0000	577.0000	0.9977	1.4212	1.4556	1.4169	1.0898	54.3415	500.9604	418.2735	75.3192	369.8072	18.0766	26.1856	52000.0000	410.0000	1.6275	9.0000	3.0248
14.0000	16.0000	26.0000	777.0000	0.9984	1.4212	1.4591	1.4156	1.0882	54.3868	502.0503	419.0592	75.2732	369.8662	17.9584	26.1922	52000.0000	410.0000	1.6275	9.0000	3.0248
